"","x1","y1"
"1",4.15461565418213,4.9823368861866
"2",6.06493116403196,5.02664440345293
"3",2.58252434656137,5.94358048811786
"4",5.01259587589287,4.62502249989686
"5",4.57248238522414,4.24504233245992
"6",5.12705769598343,6.77635975894545
"7",4.67209267692895,7.26434171230913
"8",5.76093389559641,3.39448440060687
"9",3.27265353339991,4.94383806483033
"10",4.7478013006872,3.7997907325826
"11",4.62516026763947,6.72586477855864
"12",6.45661980313183,5.01712708868991
"13",6.01179034476865,5.0816209095079
"14",4.8925021773848,5.09045427128425
"15",6.04950855789416,6.11142122549066
"16",4.62156249476476,4.87143307992823
"17",5.10317731620321,5.67373581860932
"18",5.35345650596781,5.39620740232311
"19",5.20652753172726,4.86057616246427
"20",5.94721771761686,4.25415571382596
"21",4.59147587053535,4.79624482066501
"22",5.4683939902344,5.73648856545652
"23",5.3367339121149,5.78568369547206
"24",4.75863822202223,6.08849572654586
"25",4.95169071114036,5.46302701525244
"26",7.31798318750619,5.69588435470618
"27",5.28955687773042,4.91271958461565
"28",6.33336099859499,4.4929186475159
"29",6.54225461654698,3.69032575237978
"30",5.09273955235644,4.27756179036099
"31",5.33141326379037,4.69751290156949
"32",5.23282438213248,4.73484691581394
"33",4.66270155397838,5.30669080240772
"34",5.13431994321863,6.00238274781522
"35",4.83941832845707,5.20538909322559
"36",2.60214573524814,5.045903120325
"37",5.34564905288849,2.68993430420686
"38",4.32705726154343,3.63582442638534
"39",5.67590400203795,5.79562108953442
"40",5.37693565166085,4.70088183596792
"41",5.29154995815829,4.77740373607548
"42",3.24922522662517,3.61473332437105
"43",4.63760185387995,4.19326285034725
"44",4.72195334661663,7.45162437188753
"45",6.88232537559783,3.45099504892311
"46",6.5955643553745,6.20709225529655
"47",5.41950158604376,5.92610968814362
"48",5.07757967076511,3.77301068191884
"49",4.67589210629797,3.71238789297437
"50",5.40260352241724,5.08561611186275
"51",4.34278952264751,5.16079407795158
"52",5.963232341135,3.5923364395809
"53",4.86404357510819,3.71068391972754
"54",4.20177430170338,4.02237202524358
"55",4.62976330574597,4.85777064084332
"56",5.70155536571911,4.10798216886955
"57",4.86871504800217,5.25871290592887
"58",4.32757954845314,4.66119204426599
"59",4.73190372427755,6.12433258133334
"60",4.999348872285,3.36077197555492
"61",5.72138202330822,6.41269625761263
"62",6.12293622929706,4.27589251703013
"63",5.32892982079599,5.25580747085143
"64",4.80498909907503,5.54497749635216
"65",6.05860518644803,5.69035130003829
"66",5.24764254994054,6.78170748208721
"67",6.26356862416172,4.89764372405141
"68",4.2312205777694,5.95696143613221
"69",2.87017053399352,6.75352765344687
"70",5.08431336038652,5.02798360597964
"71",3.80730665746752,3.89095887138667
"72",5.91905477625737,4.50473764227512
"73",6.01132843870671,3.48420060889681
"74",3.56554636169787,5.35991347275652
"75",5.78475103747705,4.17543509672112
"76",5.3215806540554,4.97452339433932
"77",4.39511767868147,5.56971799562716
"78",3.41994681863204,3.23087998076765
"79",4.23960610552357,3.51344470563499
"80",4.97234445827396,4.11934078695202
"81",4.52967541839534,4.99922017892473
"82",5.01801601384541,5.52092261669621
"83",6.86344896522785,4.19183645287426
"84",4.89382461438504,3.97740639648287
"85",4.12385384633225,5.89022674292086
"86",4.45070230562379,4.19626032519534
"87",5.84526722312858,6.77442883916678
"88",7.09577475722193,5.647341963188
"89",7.51743419796747,5.76507303172546
"90",4.14704662654492,6.00976305176228
"91",2.47203051627308,3.43235458216149
"92",5.62045754442181,5.0122102459504
"93",5.16918116212682,5.63716924700346
"94",4.87231090645028,5.8542961351965
"95",4.38287152669066,2.27924169454814
"96",6.08556869670401,4.56369695845
"97",5.18326145474869,4.41911325478802
"98",4.54591539943417,4.0057644016087
"99",5.73441371503842,5.75200694237329
"100",4.28425003362034,4.60643839549947
"101",5.59166825414662,3.90521350413467
